,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Direction,Dataset
3,Transcriptional misregulation in cancer,2/186,0.07614366001328325,1.0,0,0,4.388852315119597,11.301880446182524,AFF1;MLF1,up,KEGG
4,Porphyrin and chlorophyll metabolism,1/42,0.09799190344985674,1.0,0,0,9.718172983479104,22.574056575152703,COX15,up,KEGG
5,Fatty acid degradation,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,CPT2,up,KEGG
6,Vasopressin-regulated water reabsorption,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,ARHGDIA,up,KEGG
7,ABC transporters,1/45,0.10461963696044026,1.0,0,0,9.0702947845805,20.475501234681968,ABCA7,up,KEGG
8,Basal transcription factors,1/45,0.10461963696044026,1.0,0,0,9.0702947845805,20.475501234681968,TAF1,up,KEGG
9,Cysteine and methionine metabolism,1/47,0.10901159849285977,1.0,0,0,8.684324793747287,19.247077674533823,AMD1,up,KEGG
10,Thermogenesis,2/231,0.10982643836999696,1.0,0,0,3.533881084901493,7.80582734262446,CPT2;COX15,up,KEGG
11,Notch signaling pathway,1/48,0.11119965848123284,1.0,0,0,8.503401360544219,18.67710857467947,CTBP2,up,KEGG
12,Arginine and proline metabolism,1/49,0.11338245452043423,1.0,0,0,8.329862557267807,18.134016007506887,AMD1,up,KEGG
13,Mineral absorption,1/51,0.11773230434297198,1.0,0,0,8.003201280512204,17.12158334507697,SLC31A1,up,KEGG
14,Glycerolipid metabolism,1/61,0.13916990440240695,1.0,0,0,6.691201070592173,13.195448367099164,AGPAT5,up,KEGG
15,PPAR signaling pathway,1/74,0.1662773462428849,1.0,0,0,5.515719801434088,9.895742549883874,CPT2,up,KEGG
16,Chronic myeloid leukemia,1/76,0.1703728138367953,1.0,0,0,5.370569280343716,9.5046520973501,CTBP2,up,KEGG
17,RNA degradation,1/79,0.1764790891137693,1.0,0,0,5.1666236114699045,8.961781890486334,PABPC3,up,KEGG
18,Taste transduction,1/83,0.1845523472379876,1.0,0,0,4.917629702483403,8.309919502713068,SCN9A,up,KEGG
19,mRNA surveillance pathway,1/91,0.20046695733149195,1.0,0,0,4.485310607759588,7.208368904040989,PABPC3,up,KEGG
20,Small cell lung cancer,1/93,0.20439782611070498,1.0,0,0,4.388852315119597,6.96812401218066,CKS1B,up,KEGG
21,Glycerophospholipid metabolism,1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,AGPAT5,up,KEGG
22,Thyroid hormone signaling pathway,1/116,0.24826419695837745,1.0,0,0,3.518648838845883,4.902398977978437,MED13,up,KEGG
23,Neurotrophin signaling pathway,1/119,0.2538082745383733,1.0,0,0,3.4299434059338014,4.703056496790394,ARHGDIA,up,KEGG
24,Oxidative phosphorylation,1/133,0.2791555222256205,1.0,0,0,3.0688967316249807,3.9158699559113153,COX15,up,KEGG
25,Spliceosome,1/134,0.28093341146581,1.0,0,0,3.0459945172098686,3.867309191601433,THOC3,up,KEGG
26,Ubiquitin mediated proteolysis,1/137,0.28624134560631603,1.0,0,0,2.9792939073439597,3.7268582102203514,UBE2NL,up,KEGG
27,Phospholipase D signaling pathway,1/148,0.3053774035133981,1.0,0,0,2.757859900717044,3.2713923848331303,AGPAT5,up,KEGG
28,Ribosome,1/153,0.3139085948171959,1.0,0,0,2.667733760170735,3.0909788842465113,RPL7,up,KEGG
29,Wnt signaling pathway,1/158,0.3223371204330746,1.0,0,0,2.583311805734952,2.924715379098926,CTBP2,up,KEGG
30,Pathways in cancer,2/530,0.374177063372468,1.0,0,0,1.5402387370042356,1.5140949743915917,CTBP2;CKS1B,up,KEGG
0,Systemic lupus erythematosus,1/133,0.0707824821112975,1.0,0,0,13.67053998632946,36.201554842164114,HIST2H2BE,down,KEGG
1,Spliceosome,1/134,0.07129697211276262,1.0,0,0,13.568521031207595,35.83312644946137,PRPF19,down,KEGG
2,Ubiquitin mediated proteolysis,1/137,0.07283888870776588,1.0,0,0,13.271400132714,34.76450273204473,PRPF19,down,KEGG
3,Alcoholism,1/180,0.09468545262186537,1.0,0,0,10.1010101010101,23.81004955542997,HIST2H2BE,down,KEGG
4,Viral carcinogenesis,1/201,0.10518369495092053,1.0,0,0,9.045680687471732,20.37129788920578,HIST2H2BE,down,KEGG
5,Endocytosis,1/244,0.12633556158899392,1.0,0,0,7.451564828614009,15.41589958879108,EPN1,down,KEGG
0,"Fatty acid, triacylglycerol, and ketone body metabolism Homo sapiens R-HSA-535734",3/217,0.0160912469066545,1.0,0,0,5.642810119439481,23.30187054581879,AGPAT5;MED13;CPT2,up,Reactome
1,Axonal growth inhibition (RHOA activation) Homo sapiens R-HSA-193634,1/8,0.019435974184612268,1.0,0,0,51.020408163265316,201.05253013595427,ARHGDIA,up,Reactome
2,p75NTR regulates axonogenesis Homo sapiens R-HSA-193697,1/9,0.021839307484116888,1.0,0,0,45.351473922902485,173.42602436330466,ARHGDIA,up,Reactome
3,Import of palmitoyl-CoA into the mitochondrial matrix Homo sapiens R-HSA-200425,1/11,0.02662867767591582,1.0,0,0,37.10575139146568,134.53679168157848,CPT2,up,Reactome
4,Heme biosynthesis Homo sapiens R-HSA-189451,1/11,0.02662867767591582,1.0,0,0,37.10575139146568,134.53679168157848,COX15,up,Reactome
5,PPARA activates gene expression Homo sapiens R-HSA-1989781,2/113,0.03131455034104185,1.0,0,0,7.224128589488893,25.022014970759184,MED13;CPT2,up,Reactome
6,Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha) Homo sapiens R-HSA-400206,2/116,0.03285489913796097,1.0,0,0,7.037297677691766,24.036976837096837,MED13;CPT2,up,Reactome
7,Repression of WNT target genes Homo sapiens R-HSA-4641265,1/14,0.033769693865094014,1.0,0,0,29.15451895043732,98.7810935836037,CTBP2,up,Reactome
8,RNA Polymerase II Transcription Homo sapiens R-HSA-73857,2/124,0.037104657144108814,1.0,0,0,6.583278472679393,21.685403474365447,THOC3;TAF1,up,Reactome
9,ABC transporters in lipid homeostasis Homo sapiens R-HSA-1369062,1/17,0.04085938516720612,1.0,0,0,24.009603841536613,76.77355911185376,ABCA7,up,Reactome
10,Formation of Senescence-Associated Heterochromatin Foci (SAHF) Homo sapiens R-HSA-2559584,1/17,0.04085938516720612,1.0,0,0,24.009603841536613,76.77355911185376,CABIN1,up,Reactome
11,Metabolism of porphyrins Homo sapiens R-HSA-189445,1/17,0.04085938516720612,1.0,0,0,24.009603841536613,76.77355911185376,COX15,up,Reactome
12,Regulation of TP53 Activity through Methylation Homo sapiens R-HSA-6804760,1/19,0.045557510321821836,1.0,0,0,21.482277121374864,66.35402337351628,SETD8,up,Reactome
13,HS-GAG degradation Homo sapiens R-HSA-2024096,1/21,0.0502330909367498,1.0,0,0,19.43634596695821,58.135690718027526,SGSH,up,Reactome
14,SALM protein interactions at the synapse Homo sapiens R-HSA-8849932,1/22,0.052562460131218174,1.0,0,0,18.55287569573284,54.652191090011996,PTPRD,up,Reactome
15,Regulation of TP53 Activity Homo sapiens R-HSA-5633007,2/151,0.0528680221477525,1.0,0,0,5.406135964319502,15.893805212386429,SETD8;TAF1,up,Reactome
16,Metal ion SLC transporters Homo sapiens R-HSA-425410,1/25,0.059517041402020875,1.0,0,0,16.3265306122449,46.06518526236904,SLC31A1,up,Reactome
17,Synthesis of PA Homo sapiens R-HSA-1483166,1/28,0.06642160851252993,1.0,0,0,14.57725947521866,39.529633324123054,AGPAT5,up,Reactome
18,Interaction between L1 and Ankyrins Homo sapiens R-HSA-445095,1/29,0.06871207754428547,1.0,0,0,14.074595355383533,37.68937781813083,SCN9A,up,Reactome
19,Metabolism of lipids and lipoproteins Homo sapiens R-HSA-556833,4/659,0.07732672078127363,1.0,0,0,2.4774705026168284,6.341620158628928,AGPAT5;MED13;CPT2;SCAP,up,Reactome
20,Signaling by WNT in cancer Homo sapiens R-HSA-4791275,1/34,0.08008210609353099,1.0,0,0,12.004801920768307,30.308557556443446,CTBP2,up,Reactome
21,G1 Phase Homo sapiens R-HSA-69236,1/38,0.08908012117667435,1.0,0,0,10.741138560687432,25.97442616843159,CKS1B,up,Reactome
22,Cyclin D associated events in G1 Homo sapiens R-HSA-69231,1/38,0.08908012117667435,1.0,0,0,10.741138560687432,25.97442616843159,CKS1B,up,Reactome
23,Metabolism Homo sapiens R-HSA-1430728,8/1908,0.09077571042697502,1.0,0,0,1.7113763744491508,4.106214068321453,AGPAT5;MED13;CPT2;COX15;AMD1;SCAP;RPL7;SGSH,up,Reactome
24,Association of TriC/CCT with target proteins during biosynthesis Homo sapiens R-HSA-390471,1/39,0.09131611933080344,1.0,0,0,10.465724751439037,25.048958173793586,AP3M1,up,Reactome
25,PKMTs methylate histone lysines Homo sapiens R-HSA-3214841,1/40,0.0935467406593446,1.0,0,0,10.204081632653065,24.176470076489622,SETD8,up,Reactome
26,Condensation of Prophase Chromosomes Homo sapiens R-HSA-2299718,1/41,0.09577199782508727,1.0,0,0,9.955201592832255,23.352761921448888,SETD8,up,Reactome
27,Phase 0 - rapid depolarisation Homo sapiens R-HSA-5576892,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,SCN9A,up,Reactome
28,RNA Polymerase II HIV Promoter Escape Homo sapiens R-HSA-167162,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,TAF1,up,Reactome
29,RNA Polymerase II Promoter Escape Homo sapiens R-HSA-73776,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,TAF1,up,Reactome
30,RNA Polymerase II Transcription Initiation And Promoter Clearance Homo sapiens R-HSA-76042,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,TAF1,up,Reactome
31,RNA Polymerase II Transcription Initiation Homo sapiens R-HSA-75953,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,TAF1,up,Reactome
32,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening Homo sapiens R-HSA-73779,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,TAF1,up,Reactome
33,HIV Transcription Initiation Homo sapiens R-HSA-167161,1/44,0.10241571046432067,1.0,0,0,9.27643784786642,21.13835951430081,TAF1,up,Reactome
34,ABC-family proteins mediated transport Homo sapiens R-HSA-382556,1/45,0.10461963696044026,1.0,0,0,9.0702947845805,20.475501234681968,ABCA7,up,Reactome
35,mRNA 3'-end processing Homo sapiens R-HSA-72187,1/51,0.11773230434297198,1.0,0,0,8.003201280512204,17.12158334507697,THOC3,up,Reactome
36,Post-Elongation Processing of Intron-Containing pre-mRNA Homo sapiens R-HSA-112296,1/51,0.11773230434297198,1.0,0,0,8.003201280512204,17.12158334507697,THOC3,up,Reactome
37,Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091,1/54,0.12421790857292912,1.0,0,0,7.558578987150415,15.765063707247872,SGSH,up,Reactome
38,Regulation of cholesterol biosynthesis by SREBP (SREBF) Homo sapiens R-HSA-1655829,1/55,0.12636938033824105,1.0,0,0,7.421150278293135,15.350991248791996,SCAP,up,Reactome
39,SCF(Skp2)-mediated degradation of p27/p21 Homo sapiens R-HSA-187577,1/59,0.1349236118713764,1.0,0,0,6.918021445866482,13.857118634937684,CKS1B,up,Reactome
40,DNA Damage/Telomere Stress Induced Senescence Homo sapiens R-HSA-2559586,1/59,0.1349236118713764,1.0,0,0,6.918021445866482,13.857118634937684,CABIN1,up,Reactome
41,Cleavage of Growing Transcript in the Termination Region Homo sapiens R-HSA-109688,1/60,0.13704931664792866,1.0,0,0,6.802721088435375,13.519826138757372,THOC3,up,Reactome
42,RNA Polymerase II Transcription Termination Homo sapiens R-HSA-73856,1/60,0.13704931664792866,1.0,0,0,6.802721088435375,13.519826138757372,THOC3,up,Reactome
43,Post-Elongation Processing of the Transcript Homo sapiens R-HSA-76044,1/60,0.13704931664792866,1.0,0,0,6.802721088435375,13.519826138757372,THOC3,up,Reactome
44,RNA Polymerase II Pre-transcription Events Homo sapiens R-HSA-674695,1/64,0.145501086009976,1.0,0,0,6.3775510204081645,12.293187043446148,TAF1,up,Reactome
45,Triglyceride Biosynthesis Homo sapiens R-HSA-75109,1/66,0.1496965090156283,1.0,0,0,6.184291898577612,11.744868940614404,AGPAT5,up,Reactome
46,Transcription of the HIV genome Homo sapiens R-HSA-167172,1/67,0.1517866469464216,1.0,0,0,6.091989034419737,11.485101326040615,TAF1,up,Reactome
47,Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202,1/68,0.15387175170898196,1.0,0,0,6.002400960384153,11.234308551223542,CKS1B,up,Reactome
48,Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236,1/68,0.15387175170898196,1.0,0,0,6.002400960384153,11.234308551223542,THOC3,up,Reactome
49,Amyloid fiber formation Homo sapiens R-HSA-977225,1/68,0.15387175170898196,1.0,0,0,6.002400960384153,11.234308551223542,GGA1,up,Reactome
50,Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656,1/69,0.1559518351617717,1.0,0,0,5.915409642117718,10.992061924687226,CKS1B,up,Reactome
51,Transport of Mature Transcript to Cytoplasm Homo sapiens R-HSA-72202,1/74,0.1662773462428849,1.0,0,0,5.515719801434088,9.895742549883874,THOC3,up,Reactome
52,RNA polymerase II transcribes snRNA genes Homo sapiens R-HSA-6807505,1/77,0.17241315077194586,1.0,0,0,5.30082162735224,9.318111015542156,ZC3H8,up,Reactome
53,Transcriptional regulation of white adipocyte differentiation Homo sapiens R-HSA-381340,1/79,0.1764790891137693,1.0,0,0,5.1666236114699045,8.961781890486334,MED13,up,Reactome
54,Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253,1/82,0.18254133123122268,1.0,0,0,4.977600796416128,8.465797208067526,CTBP2,up,Reactome
55,p75 NTR receptor-mediated signalling Homo sapiens R-HSA-193704,1/83,0.1845523472379876,1.0,0,0,4.917629702483403,8.309919502713068,ARHGDIA,up,Reactome
56,Metabolism of polyamines Homo sapiens R-HSA-351202,1/84,0.1865585167269208,1.0,0,0,4.859086491739553,8.158456396990406,AMD1,up,Reactome
57,Viral mRNA Translation Homo sapiens R-HSA-192823,1/84,0.1865585167269208,1.0,0,0,4.859086491739553,8.158456396990406,RPL7,up,Reactome
58,Peptide chain elongation Homo sapiens R-HSA-156902,1/84,0.1865585167269208,1.0,0,0,4.859086491739553,8.158456396990406,RPL7,up,Reactome
59,Selenocysteine synthesis Homo sapiens R-HSA-2408557,1/87,0.19254806017668188,1.0,0,0,4.691531785127844,7.728874000279107,RPL7,up,Reactome
60,Eukaryotic Translation Termination Homo sapiens R-HSA-72764,1/87,0.19254806017668188,1.0,0,0,4.691531785127844,7.728874000279107,RPL7,up,Reactome
61,Regulation of TP53 Activity through Phosphorylation Homo sapiens R-HSA-6804756,1/89,0.1965170653943892,1.0,0,0,4.586104104563174,7.4616189160880575,TAF1,up,Reactome
62,Eukaryotic Translation Elongation Homo sapiens R-HSA-156842,1/89,0.1965170653943892,1.0,0,0,4.586104104563174,7.4616189160880575,RPL7,up,Reactome
63,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC) Homo sapiens R-HSA-975956,1/89,0.1965170653943892,1.0,0,0,4.586104104563174,7.4616189160880575,RPL7,up,Reactome
64,Metabolism of amino acids and derivatives Homo sapiens R-HSA-71291,2/335,0.19803733107938745,1.0,0,0,2.436795613767895,3.9459024678749888,AMD1;RPL7,up,Reactome
65,Gene Expression Homo sapiens R-HSA-74160,6/1631,0.2071192392323853,1.0,0,0,1.5015202892929091,2.364084560550781,MED13;SETD8;ZC3H8;THOC3;RPL7;TAF1,up,Reactome
66,Chaperonin-mediated protein folding Homo sapiens R-HSA-390466,1/95,0.20830976144800376,1.0,0,0,4.296455424274973,6.739974519290273,AP3M1,up,Reactome
67,Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989,2/348,0.20966904995853705,1.0,0,0,2.345765892563922,3.664613990059969,SETD8;TAF1,up,Reactome
68,Infectious disease Homo sapiens R-HSA-5663205,2/348,0.20966904995853705,1.0,0,0,2.345765892563922,3.664613990059969,RPL7;TAF1,up,Reactome
69,Formation of a pool of free 40S subunits Homo sapiens R-HSA-72689,1/96,0.21025865699508986,1.0,0,0,4.2517006802721085,6.630173495783064,RPL7,up,Reactome
70,L1CAM interactions Homo sapiens R-HSA-373760,1/96,0.21025865699508986,1.0,0,0,4.2517006802721085,6.630173495783064,SCN9A,up,Reactome
71,"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds Homo sapiens R-HSA-425366",1/101,0.21993285781620825,1.0,0,0,4.04122044857547,6.120157490219282,SLC31A1,up,Reactome
72,Protein folding Homo sapiens R-HSA-391251,1/101,0.21993285781620825,1.0,0,0,4.04122044857547,6.120157490219282,AP3M1,up,Reactome
73,Glycerophospholipid biosynthesis Homo sapiens R-HSA-1483206,1/102,0.2218537199073844,1.0,0,0,4.001600640256102,6.0253582778260055,AGPAT5,up,Reactome
74,Degradation of the extracellular matrix Homo sapiens R-HSA-1474228,1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,ADAM15,up,Reactome
75,Nonsense-Mediated Decay (NMD) Homo sapiens R-HSA-927802,1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,RPL7,up,Reactome
76,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) Homo sapiens R-HSA-975957,1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,RPL7,up,Reactome
77,L13a-mediated translational silencing of Ceruloplasmin expression Homo sapiens R-HSA-156827,1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,RPL7,up,Reactome
78,3' -UTR-mediated translational regulation Homo sapiens R-HSA-157279,1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,RPL7,up,Reactome
79,Mitotic Prophase Homo sapiens R-HSA-68875,1/107,0.2313887434989261,1.0,0,0,3.8146099561319855,5.5832771718997884,SETD8,up,Reactome
80,SRP-dependent cotranslational protein targeting to membrane Homo sapiens R-HSA-1799339,1/107,0.2313887434989261,1.0,0,0,3.8146099561319855,5.5832771718997884,RPL7,up,Reactome
81,GTP hydrolysis and joining of the 60S ribosomal subunit Homo sapiens R-HSA-72706,1/107,0.2313887434989261,1.0,0,0,3.8146099561319855,5.5832771718997884,RPL7,up,Reactome
82,Selenoamino acid metabolism Homo sapiens R-HSA-2408522,1/111,0.2389342705931525,1.0,0,0,3.677146534289392,5.264080835866244,RPL7,up,Reactome
83,G1/S Transition Homo sapiens R-HSA-69206,1/112,0.24080928525036116,1.0,0,0,3.6443148688046647,5.188593317350888,CKS1B,up,Reactome
84,Cap-dependent Translation Initiation Homo sapiens R-HSA-72737,1/114,0.24454574915763636,1.0,0,0,3.5803795202291444,5.042437788942069,RPL7,up,Reactome
85,Eukaryotic Translation Initiation Homo sapiens R-HSA-72613,1/114,0.24454574915763636,1.0,0,0,3.5803795202291444,5.042437788942069,RPL7,up,Reactome
86,Glycosaminoglycan metabolism Homo sapiens R-HSA-1630316,1/121,0.257482053509444,1.0,0,0,3.37325012649688,4.576843502837304,SGSH,up,Reactome
87,Rho GTPase cycle Homo sapiens R-HSA-194840,1/122,0.259312292735852,1.0,0,0,3.3456005352960867,4.515631248486648,ARHGDIA,up,Reactome
88,Disease Homo sapiens R-HSA-1643685,3/725,0.26179267761844033,1.0,0,0,1.6889514426460241,2.2635367689278647,CTBP2;RPL7;TAF1,up,Reactome
89,S Phase Homo sapiens R-HSA-69242,1/124,0.26295952305137155,1.0,0,0,3.2916392363396967,4.3968241059794595,CKS1B,up,Reactome
90,Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599,1/128,0.2702012828540778,1.0,0,0,3.1887755102040822,4.172793704313759,TAF1,up,Reactome
91,Influenza Viral RNA Transcription and Replication Homo sapiens R-HSA-168273,1/128,0.2702012828540778,1.0,0,0,3.1887755102040822,4.172793704313759,RPL7,up,Reactome
92,Cardiac conduction Homo sapiens R-HSA-5576891,1/135,0.2827070050205103,1.0,0,0,3.0234315948601664,3.8196348770958566,SCN9A,up,Reactome
93,Mitotic G1-G1/S phases Homo sapiens R-HSA-453279,1/136,0.2844763130304335,1.0,0,0,3.0012004801920766,3.772824991365301,CKS1B,up,Reactome
94,Influenza Life Cycle Homo sapiens R-HSA-168255,1/136,0.2844763130304335,1.0,0,0,3.0012004801920766,3.772824991365301,RPL7,up,Reactome
95,HIV Life Cycle Homo sapiens R-HSA-162587,1/141,0.29325892381433954,1.0,0,0,2.894774931249096,3.551018558900339,TAF1,up,Reactome
96,Influenza Infection Homo sapiens R-HSA-168254,1/147,0.3036587378991768,1.0,0,0,2.7766208524226017,3.309317731036141,RPL7,up,Reactome
97,Translation Homo sapiens R-HSA-72766,1/151,0.31050850642228905,1.0,0,0,2.703067982159751,3.161356891739086,RPL7,up,Reactome
98,"Cell Cycle, Mitotic Homo sapiens R-HSA-69278",2/462,0.3132320846787084,1.0,0,0,1.7669405424507465,2.051083803532752,SETD8;CKS1B,up,Reactome
99,Generic Transcription Pathway Homo sapiens R-HSA-212436,3/812,0.3203371236861411,1.0,0,0,1.5079923595053786,1.7166703421478575,MED13;SETD8;TAF1,up,Reactome
100,Phospholipid metabolism Homo sapiens R-HSA-1483257,1/161,0.3273454602523001,1.0,0,0,2.535175560907593,2.8311299591027383,AGPAT5,up,Reactome
101,Cellular Senescence Homo sapiens R-HSA-2559583,1/161,0.3273454602523001,1.0,0,0,2.535175560907593,2.8311299591027383,CABIN1,up,Reactome
102,Major pathway of rRNA processing in the nucleolus Homo sapiens R-HSA-6791226,1/166,0.3356122319023523,1.0,0,0,2.4588148512417014,2.6845312446316583,RPL7,up,Reactome
103,rRNA processing Homo sapiens R-HSA-72312,1/180,0.358233333402858,1.0,0,0,2.2675736961451247,2.327824797299462,RPL7,up,Reactome
104,Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203,1/193,0.3785620658271017,1.0,0,0,2.114835571534313,2.05429891327162,THOC3,up,Reactome
105,Muscle contraction Homo sapiens R-HSA-397014,1/196,0.3831629644986655,1.0,0,0,2.0824656393169514,1.9976986370765084,SCN9A,up,Reactome
106,Cell Cycle Homo sapiens R-HSA-1640170,2/566,0.4056385126152308,1.0,0,0,1.4422730222831182,1.3013526775880329,SETD8;CKS1B,up,Reactome
107,HIV Infection Homo sapiens R-HSA-162906,1/222,0.421664534596916,1.0,0,0,1.838573267144696,1.5876911615982867,TAF1,up,Reactome
108,Chromatin organization Homo sapiens R-HSA-4839726,1/226,0.4273749962880352,1.0,0,0,1.8060321473722232,1.535296080383186,SETD8,up,Reactome
109,Chromatin modifying enzymes Homo sapiens R-HSA-3247509,1/226,0.4273749962880352,1.0,0,0,1.8060321473722232,1.535296080383186,SETD8,up,Reactome
110,Transmembrane transport of small molecules Homo sapiens R-HSA-382551,2/594,0.4296098368045768,1.0,0,0,1.374287088572803,1.161104704816644,SLC31A1;ABCA7,up,Reactome
111,SLC-mediated transmembrane transport Homo sapiens R-HSA-425407,1/268,0.4840975294665612,1.0,0,0,1.5229972586049343,1.1048871236719922,SLC31A1,up,Reactome
112,M Phase Homo sapiens R-HSA-68886,1/268,0.4840975294665612,1.0,0,0,1.5229972586049343,1.1048871236719922,SETD8,up,Reactome
113,Metabolism of proteins Homo sapiens R-HSA-392499,3/1074,0.4939204933758078,1.0,0,0,1.140120852810398,0.8042192672791801,GGA1;AP3M1;RPL7,up,Reactome
114,Metabolism of carbohydrates Homo sapiens R-HSA-71387,1/282,0.5017523563861601,1.0,0,0,1.4473874656245478,0.998188732061905,SGSH,up,Reactome
115,Extracellular matrix organization Homo sapiens R-HSA-1474244,1/283,0.5029905183138399,1.0,0,0,1.4422730222831182,0.9911068858884582,ADAM15,up,Reactome
116,Diseases of signal transduction Homo sapiens R-HSA-5663202,1/288,0.5091362579400526,1.0,0,0,1.4172335600907031,0.9566887768253304,CTBP2,up,Reactome
117,Signaling by Wnt Homo sapiens R-HSA-195721,1/295,0.5176153939128149,1.0,0,0,1.3836042891732965,0.9111349640862152,CTBP2,up,Reactome
118,Neuronal System Homo sapiens R-HSA-112316,1/301,0.5247688961664531,1.0,0,0,1.3560241372296429,0.8743607174509217,PTPRD,up,Reactome
119,Developmental Biology Homo sapiens R-HSA-1266738,2/786,0.5790308916362434,1.0,0,0,1.0385833722802098,0.5674813827718889,MED13;SCN9A,up,Reactome
120,Signaling by Rho GTPases Homo sapiens R-HSA-194315,1/367,0.5969122607405265,1.0,0,0,1.112161485847745,0.5738588036746087,ARHGDIA,up,Reactome
121,Cellular responses to stress Homo sapiens R-HSA-2262752,1/367,0.5969122607405265,1.0,0,0,1.112161485847745,0.5738588036746087,CABIN1,up,Reactome
122,Signalling by NGF Homo sapiens R-HSA-166520,1/450,0.6725583292828072,1.0,0,0,0.90702947845805,0.3597881508157669,ARHGDIA,up,Reactome
123,Axon guidance Homo sapiens R-HSA-422475,1/515,0.7219161613644761,1.0,0,0,0.7925500297206262,0.2582494684569524,SCN9A,up,Reactome
124,Signal Transduction Homo sapiens R-HSA-162582,2/2465,0.9875427419688112,1.0,0,0,0.3311669495384361,0.004151343341359089,CTBP2;ARHGDIA,up,Reactome
0,RHO GTPases Activate NADPH Oxidases Homo sapiens R-HSA-5668599,1/13,0.007128500182420091,1.0,0,0,139.86013986013987,691.4201985706308,NOXA1,down,Reactome
1,RHO GTPase Effectors Homo sapiens R-HSA-195258,2/255,0.008255133559476517,1.0,0,0,14.2602495543672,68.40527661346253,NOXA1;HIST2H2BE,down,Reactome
2,DNA Repair Homo sapiens R-HSA-73894,2/285,0.01022362811243465,1.0,0,0,12.759170653907494,58.47596498868139,PRPF19;HIST2H2BE,down,Reactome
3,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) Homo sapiens R-HSA-381426,1/21,0.011492299803033998,1.0,0,0,86.58008658008656,386.6734242621798,IGFBP2,down,Reactome
4,EGFR downregulation Homo sapiens R-HSA-182971,1/27,0.014753702756032041,1.0,0,0,67.34006734006735,283.92331268638986,EPN1,down,Reactome
5,RNA Polymerase I Promoter Opening Homo sapiens R-HSA-73728,1/30,0.01638073395054089,1.0,0,0,60.6060606060606,249.19087235367996,HIST2H2BE,down,Reactome
6,Signaling by Rho GTPases Homo sapiens R-HSA-194315,2/367,0.016554153973110292,1.0,0,0,9.908347783007182,40.63530555659185,NOXA1;HIST2H2BE,down,Reactome
7,Packaging Of Telomere Ends Homo sapiens R-HSA-171306,1/31,0.016922534733463997,1.0,0,0,58.65102639296187,239.24393718954147,HIST2H2BE,down,Reactome
8,DNA methylation Homo sapiens R-HSA-5334118,1/32,0.017464064240814415,1.0,0,0,56.81818181818181,229.97783984491127,HIST2H2BE,down,Reactome
9,Cargo concentration in the ER Homo sapiens R-HSA-5694530,1/33,0.01800532259639319,1.0,0,0,55.09641873278236,221.32715509624904,CNIH2,down,Reactome
10,Metabolism of proteins Homo sapiens R-HSA-392499,3/1074,0.01841786782205083,1.0,0,0,5.078720162519045,20.286612535664577,IGFBP2;CNIH2;HIST2H2BE,down,Reactome
11,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 Homo sapiens R-HSA-5625886,1/34,0.018546309917010683,1.0,0,0,53.475935828877,213.23446181945755,HIST2H2BE,down,Reactome
12,SIRT1 negatively regulates rRNA Expression Homo sapiens R-HSA-427359,1/35,0.01908702632439229,1.0,0,0,51.94805194805194,205.64916492239948,HIST2H2BE,down,Reactome
